timestamp,CPU,prediction,anomaly_score,anomaly_likelihood
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
2018-09-27 00:40:00,14.000000000014552,14.000000000014552,0.0,0.5
